UTC+2,T,RH
2011-01-31 00:00:00,-5.16,75.16
2011-01-31 01:00:00,-5.33,74.15
2011-01-31 02:00:00,-5.39,73.55
2011-01-31 03:00:00,-5.36,74.19
2011-01-31 04:00:00,-5.25,75.20
2011-01-31 05:00:00,-5.15,76.22
2011-01-31 06:00:00,-5.02,77.45
2011-01-31 07:00:00,-4.84,79.41
2011-01-31 08:00:00,-4.69,80.70
2011-01-31 09:00:00,-4.61,81.06
2011-01-31 10:00:00,-4.33,85.16
2011-01-31 11:00:00,-3.84,88.59
2011-01-31 12:00:00,-3.59,87.59
2011-01-31 13:00:00,-3.53,87.53
2011-01-31 14:00:00,-3.29,89.48
2011-01-31 15:00:00,-3.04,91.17
2011-01-31 16:00:00,-2.79,91.48
2011-01-31 17:00:00,-2.58,90.61
2011-01-31 18:00:00,-2.57,89.11
2011-01-31 19:00:00,-2.63,88.26
2011-01-31 20:00:00,-2.70,87.70
2011-01-31 21:00:00,-2.60,88.32
2011-01-31 22:00:00,-2.40,89.34
2011-01-31 23:00:00,-2.17,89.36
2011-02-01 00:00:00,-2.09,88.69
2011-02-01 01:00:00,-2.21,87.84
2011-02-01 02:00:00,-2.34,87.44
2011-02-01 03:00:00,-2.48,87.31
2011-02-01 04:00:00,-2.53,87.22
2011-02-01 05:00:00,-2.54,87.32
2011-02-01 06:00:00,-2.57,87.36
2011-02-01 07:00:00,-2.58,87.39
2011-02-01 08:00:00,-2.63,87.16
2011-02-01 09:00:00,-2.75,86.61
2011-02-01 10:00:00,-2.77,87.57
2011-02-01 11:00:00,-2.42,90.50
2011-02-01 12:00:00,-1.80,92.61
2011-02-01 13:00:00,-1.30,93.11
2011-02-01 14:00:00,-0.88,92.93
2011-02-01 15:00:00,-0.61,92.41
2011-02-01 16:00:00,-0.78,91.54
2011-02-01 17:00:00,-1.06,90.33
2011-02-01 18:00:00,-1.19,89.70
2011-02-01 19:00:00,-1.21,89.96
2011-02-01 20:00:00,-1.17,90.45
2011-02-01 21:00:00,-1.11,90.90
2011-02-01 22:00:00,-1.04,91.52
2011-02-01 23:00:00,-0.91,91.62
2011-02-02 00:00:00,-0.77,91.52
2011-02-02 01:00:00,-0.61,92.41
2011-02-02 02:00:00,-0.49,93.76
2011-02-02 03:00:00,-0.32,95.38
2011-02-02 04:00:00,-0.14,96.38
2011-02-02 05:00:00,-0.03,96.29
2011-02-02 06:00:00,0.05,96.41
2011-02-02 07:00:00,0.17,96.25
2011-02-02 08:00:00,0.29,96.50
2011-02-02 09:00:00,0.39,96.59
2011-02-02 10:00:00,0.50,96.44
2011-02-02 11:00:00,0.70,97.14
2011-02-02 12:00:00,0.91,97.22
2011-02-02 13:00:00,0.95,96.68
2011-02-02 14:00:00,0.95,96.31
2011-02-02 15:00:00,0.93,96.03
2011-02-02 16:00:00,0.85,95.13
2011-02-02 17:00:00,0.71,93.92
2011-02-02 18:00:00,0.58,94.15
2011-02-02 19:00:00,0.62,95.47
2011-02-02 20:00:00,0.67,96.14
2011-02-02 21:00:00,0.63,95.17
2011-02-02 22:00:00,0.55,93.77
2011-02-02 23:00:00,0.43,93.07
2011-02-03 00:00:00,0.33,92.51
2011-02-03 01:00:00,0.24,91.88
2011-02-03 02:00:00,0.17,91.18
2011-02-03 03:00:00,0.15,90.67
2011-02-03 04:00:00,0.13,90.00
2011-02-03 05:00:00,0.08,89.27
2011-02-03 06:00:00,-0.04,88.83
2011-02-03 07:00:00,-0.23,88.49
2011-02-03 08:00:00,-0.44,88.09
2011-02-03 09:00:00,-0.59,87.58
2011-02-03 10:00:00,-0.66,86.88
2011-02-03 11:00:00,-0.67,86.37
2011-02-03 12:00:00,-0.61,86.80
2011-02-03 13:00:00,-0.44,88.13
2011-02-03 14:00:00,-0.21,90.01
2011-02-03 15:00:00,-0.01,91.91
2011-02-03 16:00:00,1.41,95.42
2011-02-03 17:00:00,1.76,96.84
2011-02-03 18:00:00,0.75,94.78
2011-02-03 19:00:00,0.72,94.84
2011-02-03 20:00:00,0.79,96.23
2011-02-03 21:00:00,0.80,95.76
2011-02-03 22:00:00,0.54,93.58
2011-02-03 23:00:00,0.24,90.93
2011-02-04 00:00:00,0.07,89.32
2011-02-04 01:00:00,-0.27,87.75
2011-02-04 02:00:00,-0.74,86.53
2011-02-04 03:00:00,-0.91,87.39
2011-02-04 04:00:00,-0.95,88.16
2011-02-04 05:00:00,-1.30,87.45
