UTC+2,T,RH
2010-11-23 00:00:00,-3.10,87.41
2010-11-23 01:00:00,-2.99,88.11
2010-11-23 02:00:00,-2.90,87.77
2010-11-23 03:00:00,-2.87,87.01
2010-11-23 04:00:00,-3.00,85.61
2010-11-23 05:00:00,-3.25,83.44
2010-11-23 06:00:00,-3.41,82.40
2010-11-23 07:00:00,-3.46,82.33
2010-11-23 08:00:00,-3.46,82.22
2010-11-23 09:00:00,-3.38,81.93
2010-11-23 10:00:00,-3.21,82.17
2010-11-23 11:00:00,-2.96,83.03
2010-11-23 12:00:00,-2.85,83.37
2010-11-23 13:00:00,-3.05,82.94
2010-11-23 14:00:00,-3.30,82.41
2010-11-23 15:00:00,-3.43,82.52
2010-11-23 16:00:00,-3.48,83.29
2010-11-23 17:00:00,-3.33,84.91
2010-11-23 18:00:00,-3.13,86.53
2010-11-23 19:00:00,-2.99,87.43
2010-11-23 20:00:00,-2.91,87.64
2010-11-23 21:00:00,-2.88,87.55
2010-11-23 22:00:00,-2.89,87.28
2010-11-23 23:00:00,-3.02,86.58
2010-11-24 00:00:00,-3.09,85.94
2010-11-24 01:00:00,-3.13,85.86
2010-11-24 02:00:00,-3.21,86.12
2010-11-24 03:00:00,-3.18,86.78
2010-11-24 04:00:00,-3.10,87.62
2010-11-24 05:00:00,-3.05,88.13
2010-11-24 06:00:00,-2.99,88.42
2010-11-24 07:00:00,-2.95,88.65
2010-11-24 08:00:00,-2.84,89.19
2010-11-24 09:00:00,-2.69,89.94
2010-11-24 10:00:00,-2.59,90.27
2010-11-24 11:00:00,-2.52,89.78
2010-11-24 12:00:00,-2.43,89.09
2010-11-24 13:00:00,-2.37,88.64
2010-11-24 14:00:00,-2.38,87.85
2010-11-24 15:00:00,-2.48,86.77
2010-11-24 16:00:00,-2.60,85.75
2010-11-24 17:00:00,-2.82,84.59
2010-11-24 18:00:00,-3.10,83.35
2010-11-24 19:00:00,-3.40,82.35
2010-11-24 20:00:00,-3.71,81.85
2010-11-24 21:00:00,-3.95,80.97
